알콜도수,당도,산도_ph,종류
9.3,4.6,3.29,화이트와인
11.8,6.4,3.23,화이트와인
10,14.5,3.48,화이트와인
9.4,6.6,3.07,화이트와인
11.4,6.7,3.2,화이트와인
10.4,1.1,2.94,화이트와인
9.5,13.8,3.36,화이트와인
11.9,2.5,3.14,화이트와인
11.1,1.1,2.99,화이트와인
9.6,9.6,3.39,화이트와인
12,4.6,3.29,화이트와인
8.7,3.1,3.14,화이트와인
9.6,9.6,3.39,화이트와인
10,1.8,3.24,화이트와인
11.4,1.05,2.91,화이트와인
9.6,6.5,3.14,화이트와인
12.9,2,3.18,화이트와인
9.7,14.9,3.14,화이트와인
9.3,10,3.23,화이트와인
9.1,1.1,3.1,화이트와인
8.6,12,3.16,화이트와인
9.9,4.8,3.14,화이트와인
9.3,10,3.23,화이트와인
10.9,1.2,3.28,화이트와인
10.2,1.5,3.2,화이트와인
9.7,10.4,3.11,화이트와인
11.4,2.5,3.38,화이트와인
9.5,12.3,3.24,화이트와인
10.2,1.4,3.42,화이트와인
11.1,2.2,3.31,화이트와인
9.7,14.9,3.14,화이트와인
9.3,8,3.22,화이트와인
8.8,8.6,3.17,화이트와인
10.6,1.2,2.8,화이트와인
9.3,8.7,3.17,화이트와인
10.2,5.4,3.31,화이트와인
10.2,5.7,3.16,화이트와인
11,1.5,3.46,화이트와인
9.6,10.9,3.4,화이트와인
9.3,8,3.22,화이트와인
8.8,8.6,3.17,화이트와인
8.8,7.7,3.17,화이트와인
8.9,1.7,3.28,화이트와인
10,1.4,3.17,화이트와인
12.2,4.5,3.16,화이트와인
10.9,9.9,3.04,화이트와인
9.5,1.4,3.34,화이트와인
10.9,9.5,3.04,화이트와인
10.9,9.9,3.04,화이트와인
10.8,3,3.16,화이트와인
12,19.6,3.24,화이트와인
9.8,14,3.56,화이트와인
9.5,1.4,3.34,화이트와인
11,1.8,3.42,화이트와인
11,1.8,3.42,화이트와인
9.8,5.4,3.24,화이트와인
10.5,1.8,3.49,화이트와인
11.4,9.25,3.05,화이트와인
10.1,1.5,3.27,화이트와인
11.6,6.8,3.33,화이트와인
11.4,9.25,3.05,화이트와인
11.8,2.6,3.07,화이트와인
12.1,2.1,3.33,화이트와인
12,7.6,3.16,화이트와인
12.1,1.6,3.08,화이트와인
9.1,1.4,3.15,화이트와인
9.3,1.6,3.36,화이트와인
10.4,1.4,3.2,화이트와인
9.1,17.95,3.27,화이트와인
9.4,2,3.32,화이트와인
9.6,6.3,3.16,화이트와인
12,1.4,3.19,화이트와인
11.3,9.05,3.27,화이트와인
8.7,15.4,3.06,화이트와인
9.9,7.1,3.39,화이트와인
9.3,10.2,3.08,화이트와인
9.5,1.6,3.07,화이트와인
8.7,15.4,3.06,화이트와인
9.9,7.1,3.39,화이트와인
9.3,10.2,3.08,화이트와인
9.4,12.4,3.16,화이트와인
9.4,3.4,3.15,화이트와인
8.8,15,3.28,화이트와인
9.4,12.4,3.16,화이트와인
8.8,15,3.28,화이트와인
9.9,1.5,3.18,화이트와인
9.4,3.4,3.15,화이트와인
12.6,4.8,3.29,화이트와인
11.1,1.2,3.19,화이트와인
12.8,4.1,3,화이트와인
12,2.8,3.09,화이트와인
12,13.9,3.36,화이트와인
9.2,0.8,3.19,화이트와인
12.3,1,3.38,화이트와인
13,1.2,3.19,화이트와인
12,2.8,3.09,화이트와인
10.9,1.7,3.07,화이트와인
12.8,4.1,3,화이트와인
10,6.3,3.36,화이트와인
9,11.5,3.22,화이트와인
10.4,1.5,3.42,화이트와인
9,11.5,3.22,화이트와인
10,6.3,3.36,화이트와인
10,6.3,3.36,화이트와인
11.3,11.2,3.12,화이트와인
11.3,11.2,3.12,화이트와인
12,15.1,3.13,화이트와인
11.3,11.2,3.12,화이트와인
12,15.1,3.13,화이트와인
10.6,5.6,3.6,화이트와인
9.3,12.6,2.99,화이트와인
9.4,5.7,3.04,화이트와인
11,2.2,3.27,화이트와인
9.3,11,3.44,화이트와인
9.4,5.7,3.04,화이트와인
10.5,1,3.42,화이트와인
11,2.2,3.27,화이트와인
9.5,11.8,3.07,화이트와인
11.2,7.8,3.33,화이트와인
12.3,4.7,3.29,화이트와인
9,11.5,3.27,화이트와인
9,7.9,3.07,화이트와인
9,11.5,3.27,화이트와인
9,17.8,2.98,화이트와인
11.4,1.7,3.25,화이트와인
11,1.6,3.2,화이트와인
12.3,4.7,3.29,화이트와인
10.4,1.6,3.6,화이트와인
10.3,2.4,3.28,화이트와인
10.5,6.4,3.29,화이트와인
9.8,14,3.14,화이트와인
10,1.6,3.11,화이트와인
9.7,1.6,3.14,화이트와인
9.7,1.4,3.13,화이트와인
9.8,14,3.14,화이트와인
10.5,4.7,3.32,화이트와인
10,10.2,3.14,화이트와인
11.5,2.3,3.24,화이트와인
9.5,7.8,3.24,화이트와인
10.5,2.4,3.43,화이트와인
10.2,8.3,3.12,화이트와인
9.8,13.9,3.34,화이트와인
11.6,13.8,3.1,화이트와인
11.8,7.3,3.15,화이트와인
10.1,8.5,3.04,화이트와인
10.3,1.8,3.31,화이트와인
10.4,5.1,3.34,화이트와인
8.9,16.05,3.09,화이트와인
8.9,16.05,3.09,화이트와인
10.8,7.35,3.06,화이트와인
9.2,16.05,3.38,화이트와인
9.6,2,3.18,화이트와인
10.4,1.2,3.08,화이트와인
8.7,14,3.03,화이트와인
9.2,16.2,3.06,화이트와인
9.2,14.3,3.18,화이트와인
9.2,16.2,3.06,화이트와인
9.2,14.3,3.18,화이트와인
9.2,14.3,3.18,화이트와인
10.2,7.9,3.4,화이트와인
9.2,16.2,3.06,화이트와인
9,1,3.2,화이트와인
9.7,13.6,3.37,화이트와인
9.6,17.85,3.34,화이트와인
10,1.3,3.14,화이트와인
9.2,14.3,3.18,화이트와인
9.1,13.7,3.18,화이트와인
8.7,18.3,3.3,화이트와인
8.7,18.3,3.3,화이트와인
9.5,6.5,3.14,화이트와인
9.5,10.3,2.93,화이트와인
8.9,8.1,2.9,화이트와인
8.9,8.1,2.9,화이트와인
9.9,8.6,3.29,화이트와인
12.6,1.9,3.29,화이트와인
9.7,14.1,2.72,화이트와인
10.4,7.9,2.96,화이트와인
9.1,10.7,2.93,화이트와인
10.4,1.2,3.01,화이트와인
9.5,10.3,2.93,화이트와인
8.9,8.1,2.9,화이트와인
10.6,1.9,3.16,화이트와인
12,2.7,3.12,화이트와인
12.5,5.7,2.93,화이트와인
9.6,9.3,3.21,화이트와인
9.2,8.1,3.08,화이트와인
9.9,1.3,3.04,화이트와인
11.7,8.5,2.96,화이트와인
9.6,2.1,3.09,화이트와인
12,3.5,3,화이트와인
12.5,5.7,2.93,화이트와인
9.2,8.1,3.08,화이트와인
9.9,1.3,3.04,화이트와인
8.9,14.4,3.17,화이트와인
9,13.7,3.24,화이트와인
10.2,11.1,3.03,화이트와인
9.6,9.3,3.21,화이트와인
9.4,4.9,3.29,화이트와인
10.4,1.7,2.97,화이트와인
10.4,1.6,3.15,화이트와인
10,1.4,3.16,화이트와인
10,1.4,3.16,화이트와인
10.5,1.6,3.05,화이트와인
11.4,6.8,3.23,화이트와인
10.2,9.7,3.08,화이트와인
10.4,10.5,3.04,화이트와인
11,2,3.24,화이트와인
10.1,6.2,2.89,화이트와인
9.2,8.3,3,화이트와인
10.3,1.6,3.23,화이트와인
10.2,9.7,3.08,화이트와인
10.4,10.5,3.04,화이트와인
11.1,4.6,3.23,화이트와인
9.9,1.2,3.33,화이트와인
9,7.6,3.14,화이트와인
8.6,15,2.93,화이트와인
9,7.6,3.14,화이트와인
8.6,15,2.93,화이트와인
9.5,11.6,3.18,화이트와인
9,1.1,3.02,화이트와인
10,7.8,2.99,화이트와인
9,12,3.6,화이트와인
9,1.1,3.02,화이트와인
10.2,1.4,3.34,화이트와인
9.6,6.7,3.04,화이트와인
9.7,17.2,2.96,화이트와인
10.2,1.4,3.02,화이트와인
13,8.2,3.01,화이트와인
10.8,4.3,3.37,화이트와인
9.7,17.2,2.96,화이트와인
9,11.1,2.89,화이트와인
9.9,1.1,3.37,화이트와인
9.2,7.2,3.29,화이트와인
8.7,16.6,2.96,화이트와인
10.1,1,2.79,화이트와인
10.1,1,2.79,화이트와인
9.5,1.3,2.9,화이트와인
9.9,1.4,3.17,화이트와인
8.7,16.6,2.96,화이트와인
9,6.9,3.19,화이트와인
8.6,13.3,3.03,화이트와인
10.5,8.1,3.12,화이트와인
9.5,9.2,3.09,화이트와인
10.1,1.4,3.43,화이트와인
11.7,3.2,3.53,화이트와인
10.7,2.5,3.23,화이트와인
11.7,3.2,3.53,화이트와인
9.2,4.5,3.15,화이트와인
8.8,18.35,3.17,화이트와인
8.8,18.35,3.17,화이트와인
9.5,7.8,3.24,화이트와인
10.2,7,3.57,화이트와인
9.1,6.3,3.25,화이트와인
10.5,1.2,3.19,화이트와인
9,12.8,3.09,화이트와인
8.9,14.2,3.14,화이트와인
8.9,14.2,3.14,화이트와인
8.9,14.2,3.14,화이트와인
8.9,14.2,3.14,화이트와인
8.9,14.2,3.14,화이트와인
9.1,16.65,3.2,화이트와인
10.1,1.9,3.2,화이트와인
10,7.7,3.12,화이트와인
9.5,10.4,3.11,화이트와인
12.3,3.3,3.08,화이트와인
9.1,1.1,3.24,화이트와인
8.9,14.2,3.14,화이트와인
9.6,6.3,3.5,화이트와인
11.6,5.25,3.13,화이트와인
8.8,14.6,3.34,화이트와인
8.9,11.8,3.34,화이트와인
8.8,14.6,3.34,화이트와인
8.9,11.8,3.34,화이트와인
8.9,11.8,3.34,화이트와인
9,17.3,3.13,화이트와인
10,1.4,3.19,화이트와인
10,1.3,3.18,화이트와인
11.1,1.6,3.36,화이트와인
11.6,5.25,3.13,화이트와인
10.6,2.4,3.42,화이트와인
8.8,14.6,3.34,화이트와인
8.9,11.8,3.34,화이트와인
10.1,1.5,3.34,화이트와인
10,1.8,3.52,화이트와인
12.2,7.7,3.18,화이트와인
11,2,3.23,화이트와인
10,1.8,3.52,화이트와인
11.1,1.4,3.37,화이트와인
10.4,16.7,3.22,화이트와인
11.8,8.1,2.94,화이트와인
10.8,8,3.11,화이트와인
12.5,4.7,3.3,화이트와인
11.8,8.1,2.94,화이트와인
11.6,2.1,3.25,화이트와인
10.4,16.7,3.22,화이트와인
11.5,6.4,3.19,화이트와인
10.1,1.5,3.23,화이트와인
9.2,7.6,3.11,화이트와인
10.1,1.5,3.23,화이트와인
9.2,12.4,3.07,화이트와인
8.9,1.3,3.08,화이트와인
10.1,1.7,3.09,화이트와인
8.9,8.1,3.13,화이트와인
9.7,7.1,3.1,화이트와인
9.2,7.6,3.11,화이트와인
11,2.3,3.06,화이트와인
10.7,6.5,3.14,화이트와인
10.8,1.4,3.24,화이트와인
9.8,12.7,3.41,화이트와인
11,1.6,3.25,화이트와인
10.4,1.1,2.97,화이트와인
10.2,1.2,3.8,화이트와인
10.7,6.5,3.14,화이트와인
9,4.6,3.34,화이트와인
10.6,0.6,3.08,화이트와인
9.5,10.6,3.22,화이트와인
9,4.6,3.34,화이트와인
9.2,4.8,3.34,화이트와인
11,2.7,2.97,화이트와인
9.9,12.6,3.28,화이트와인
10.6,0.6,3.08,화이트와인
9.3,9.2,3.38,화이트와인
9.6,6.6,3.14,화이트와인
9.5,7,3.14,화이트와인
9.7,8.45,3.39,화이트와인
9.7,11.1,2.93,화이트와인
8.7,18.15,3.3,화이트와인
8.7,18.15,3.3,화이트와인
12.4,4.1,3.01,화이트와인
12.4,4.1,3.01,화이트와인
10.6,4.6,3.07,화이트와인
8.7,18.15,3.3,화이트와인
12,4.9,3.36,화이트와인
9,8.3,3.12,화이트와인
8.8,1.4,3.13,화이트와인
9.5,11.5,3.22,화이트와인
10.8,1.8,3.32,화이트와인
11.4,1.6,3.16,화이트와인
10.3,2.4,3.6,화이트와인
9.5,4.9,3.3,화이트와인
9.9,1.8,3.15,화이트와인
10.2,4.3,3.16,화이트와인
10.2,4.4,3.16,화이트와인
11,1.4,3.44,화이트와인
12.1,1.6,3.22,화이트와인
9.1,1.3,3.26,화이트와인
9.5,5.2,3.26,화이트와인
9.5,5.6,3.27,화이트와인
9.8,5.3,3.31,화이트와인
9.5,4.9,3.3,화이트와인
10.3,2.4,3.6,화이트와인
9.6,1.6,3.3,화이트와인
10.2,2.1,3.52,화이트와인
10.5,1.4,3.68,화이트와인
10.4,7.1,3.32,화이트와인
9.6,1.6,3.3,화이트와인
10.7,10.7,3.22,화이트와인
10.5,11.1,3.15,화이트와인
10.6,10.7,2.85,화이트와인
9.6,1.6,3.29,화이트와인
9.6,1.6,3.29,화이트와인
9.5,1.5,3.14,화이트와인
9.4,1.5,3.12,화이트와인
9.8,1.6,3.22,화이트와인
9.6,1.6,3.29,화이트와인
9.2,8,3.16,화이트와인
9.5,7.7,3.17,화이트와인
9.2,2.7,3.34,화이트와인
9.4,15.1,2.94,화이트와인
9.4,15.1,2.94,화이트와인
9.3,8.9,3.4,화이트와인
9.1,6,3.19,화이트와인
9.5,12.3,3.36,화이트와인
9.1,13.1,3.42,화이트와인
10.6,6.7,3.63,화이트와인
9.5,12.3,3.36,화이트와인
12.4,2.3,3.19,화이트와인
8.7,11.1,3.18,화이트와인
8.8,1.5,3.12,화이트와인
10.6,6.7,3.63,화이트와인
9.1,6,3.19,화이트와인
9,15.2,3.02,화이트와인
10.3,10.2,3.16,화이트와인
9.1,13.1,3.42,화이트와인
9.5,10.7,3.12,화이트와인
8.8,17.1,3.3,화이트와인
8.8,17.1,3.3,화이트와인
8.8,17.1,3.3,화이트와인
9.9,1.9,3.38,화이트와인
9.5,10.7,3.12,화이트와인
8.8,17.1,3.3,화이트와인
11.7,1.2,3.14,화이트와인
10.8,1.2,3.21,화이트와인
12,3.1,3.43,화이트와인
10.3,1.5,3.2,화이트와인
9,10.7,3.05,화이트와인
12.2,4.9,3.19,화이트와인
9.9,12.6,3.39,화이트와인
9,10.7,3.05,화이트와인
12.2,4.9,3.19,화이트와인
10.1,12.15,3.2,화이트와인
9.3,12,3.31,화이트와인
9.5,1.7,3.1,화이트와인
9.2,2.6,3.43,화이트와인
11.7,1.4,3.27,화이트와인
11,1.9,3.35,화이트와인
9.6,16.9,3.37,화이트와인
9.6,16.9,3.37,화이트와인
11.9,2.1,2.99,화이트와인
10.8,7,3.25,화이트와인
10.1,7.1,3.38,화이트와인
10.9,5.9,3.25,화이트와인
10.1,7.1,3.38,화이트와인
10.4,8.7,3.27,화이트와인
9.2,13.2,3.05,화이트와인
9.6,15.3,3.27,화이트와인
9.6,15.3,3.27,화이트와인
9,13.2,3.1,화이트와인
11.5,2.7,3.4,화이트와인
10.2,10.65,3.17,화이트와인
9.9,10,3.4,화이트와인
9.6,6.8,3.44,화이트와인
10.6,15.6,3.1,화이트와인
9.2,13.2,3.05,화이트와인
11.8,5.1,3.24,화이트와인
12.2,3,3.18,화이트와인
9.6,15.3,3.27,화이트와인
10.6,2.1,3.2,화이트와인
10.3,1.9,3.27,화이트와인
10.2,8.6,3.12,화이트와인
10.7,8.75,3.11,화이트와인
11.7,3.6,3.05,화이트와인
12,4.7,3.01,화이트와인
10.6,1.3,3.52,화이트와인
12.2,1.8,3.3,화이트와인
11,9.7,3.47,화이트와인
12.4,4,3.23,화이트와인
9.4,2.4,2.77,화이트와인
12,4.7,3.01,화이트와인
11.6,18.8,2.96,화이트와인
9.4,1.8,3.18,화이트와인
9.4,1.8,3.18,화이트와인
9.1,12.8,3.14,화이트와인
9.1,12.8,3.14,화이트와인
9.1,12.8,3.14,화이트와인
9.1,12.8,3.14,화이트와인
9.1,12.8,3.14,화이트와인
9.2,7.8,3.23,화이트와인
9.2,16.75,3.15,화이트와인
9.1,12.8,3.14,화이트와인
9.1,12.8,3.14,화이트와인
9.2,7.8,3.23,화이트와인
9,5.4,3.25,화이트와인
9.2,16.75,3.15,화이트와인
10.8,1.3,3.22,화이트와인
9.5,10.1,3.4,화이트와인
11,3.8,3.11,화이트와인
10,10.9,3.24,화이트와인
9.5,6.6,3.22,화이트와인
10.1,9.8,3.29,화이트와인
9.5,11.7,3.19,화이트와인
9.5,1.2,3.08,화이트와인
9.5,1.4,3.11,화이트와인
9.4,9.6,3.35,화이트와인
9.4,12.2,2.92,화이트와인
12.7,2.6,3.31,화이트와인
9.7,10.7,3.09,화이트와인
9.7,4.9,3.27,화이트와인
9.4,12.2,2.92,화이트와인
9.4,9.6,3.35,화이트와인
9.5,1.4,3.11,화이트와인
11.7,1.1,3.1,화이트와인
11.7,1,3.09,화이트와인
9.7,8.2,3.16,화이트와인
9.5,11.3,3.24,화이트와인
9.1,7.3,3.25,화이트와인
10.3,2.3,3.23,화이트와인
9.7,8.2,3.16,화이트와인
9.9,2.1,3.21,화이트와인
9.9,2,3.22,화이트와인
10.2,10,3.26,화이트와인
12.1,15.75,3,화이트와인
11.3,3.9,3.15,화이트와인
11.4,2,3.19,화이트와인
12.2,1.5,3.17,화이트와인
9.9,1.6,3.18,화이트와인
10.3,1.4,3.63,화이트와인
12.2,1.5,3.17,화이트와인
10.4,1.4,3.52,화이트와인
11.4,2,3.19,화이트와인
9.9,13.8,3.13,화이트와인
10,1.3,3.32,화이트와인
11.5,3.8,3.21,화이트와인
10.5,6.9,3.44,화이트와인
12.5,2.2,3.28,화이트와인
10.5,1.6,2.98,화이트와인
9.9,13.8,3.13,화이트와인
11.4,10.8,3.06,화이트와인
9.8,12.8,3.42,화이트와인
11.4,10.8,3.06,화이트와인
9.2,15.3,3.03,화이트와인
8.9,12.1,3.08,화이트와인
8.9,12,3.07,화이트와인
9.5,11.6,2.92,화이트와인
11.5,9.2,3.21,화이트와인
9.5,11.6,2.92,화이트와인
11.5,9.2,3.21,화이트와인
9.5,2.8,2.96,화이트와인
9.7,1.6,3.35,화이트와인
9.7,6.1,3.17,화이트와인
9.5,8.5,3.32,화이트와인
9.4,7.8,3.16,화이트와인
9,14.9,3.13,화이트와인
10.6,6.2,3.6,화이트와인
9.5,8.5,3.32,화이트와인
9.1,8.2,3.16,화이트와인
9.4,7.8,3.16,화이트와인
8.8,10.6,3.05,화이트와인
10.4,11.2,3.54,화이트와인
8.9,11.6,3.13,화이트와인
10.6,7.1,3.16,화이트와인
9,14.9,3.13,화이트와인
10.6,6.2,3.6,화이트와인
10.6,1.7,3.28,화이트와인
9,7.7,3.23,화이트와인
8.8,17.3,3.08,화이트와인
10.5,1.4,3.54,화이트와인
9.5,7.7,3.16,화이트와인
9,7.7,3.23,화이트와인
10.4,3.4,3.14,화이트와인
10,1.6,3.38,화이트와인
10.4,1.4,2.97,화이트와인
9,1.4,3.11,화이트와인
9.3,10.4,3.24,화이트와인
9,1.4,3.11,화이트와인
9.3,10.4,3.24,화이트와인
9,4.1,3.18,화이트와인
11.5,2.8,3.06,화이트와인
9,15.7,3.11,화이트와인
10.4,10.9,3.52,화이트와인
9,15.7,3.11,화이트와인
10.6,6.5,3.08,화이트와인
10.4,10.9,3.52,화이트와인
8.5,5.9,3.47,화이트와인
9.3,17.3,3.07,화이트와인
10.5,1.4,3.53,화이트와인
9.9,13.5,3.39,화이트와인
10.4,8.5,3.4,화이트와인
10.1,6.2,3.35,화이트와인
10.5,1.4,3.53,화이트와인
9.2,14.95,3.04,화이트와인
9.4,7.7,3.17,화이트와인
10.6,1.3,3.53,화이트와인
9.4,7.7,3.17,화이트와인
8.7,1.3,3.08,화이트와인
10.2,1.3,3.61,화이트와인
10.3,1.3,3.61,화이트와인
9.5,15.6,3.06,화이트와인
9.5,15.6,3.06,화이트와인
9.5,15.6,3.06,화이트와인
9.5,15.6,3.06,화이트와인
9.4,4.9,3.17,화이트와인
9.4,5,3.17,화이트와인
9.5,15.6,3.06,화이트와인
12.6,6.5,3.16,화이트와인
10.5,1.4,3.52,화이트와인
10.8,2.7,3.1,화이트와인
9.9,1.2,3.18,화이트와인
12.6,6.5,3.16,화이트와인
12.2,6.4,3.38,화이트와인
10,6.9,3.23,화이트와인
10.6,7.2,3.29,화이트와인
9.5,10.6,3.24,화이트와인
12.8,3.5,3.34,화이트와인
12.2,6.4,3.38,화이트와인
12.6,2.3,3.34,화이트와인
9.4,12.05,3.45,화이트와인
9,7,3.21,화이트와인
9.1,11.8,3.23,화이트와인
9.4,1.4,3.06,화이트와인
12.2,5,3.33,화이트와인
10,2.2,3.21,화이트와인
9.2,14.6,2.93,화이트와인
9.3,1.6,3.11,화이트와인
9.8,1.3,3.14,화이트와인
9.2,14.6,2.93,화이트와인
12,2.8,3.34,화이트와인
9.3,1.6,3.11,화이트와인
12.6,3.3,3.33,화이트와인
12.2,6.3,3.31,화이트와인
11,8.1,3.4,화이트와인
12,1.6,3.25,화이트와인
8.8,10.6,3.16,화이트와인
8.9,11.8,3.17,화이트와인
12.7,1.7,3.59,화이트와인
11.8,8.1,3.1,화이트와인
10.2,1.4,3.79,화이트와인
9.9,1.3,3.24,화이트와인
11.1,1.8,3.35,화이트와인
9.4,7.2,3.22,화이트와인
9.7,1.1,3.13,화이트와인
9.7,11.95,3.11,화이트와인
9.7,1.1,3.13,화이트와인
9.7,11.95,3.11,화이트와인
9.8,2.2,3.19,화이트와인
9.3,12.7,3.25,화이트와인
10.5,1.4,2.95,화이트와인
9.3,10.6,3.47,화이트와인
12.6,1.9,3.45,화이트와인
8.9,17.8,3.44,화이트와인
10.3,10.2,3.18,화이트와인
10.6,4.8,3.29,화이트와인
9,9.8,3.15,화이트와인
9.7,8.4,3.48,화이트와인
9.5,7.2,3.22,화이트와인
10.3,4.8,3.49,화이트와인
9.7,8.4,3.48,화이트와인
12.3,4.5,3.21,화이트와인
10.5,1.4,3.4,화이트와인
9.5,7.2,3.22,화이트와인
10,11,3.11,화이트와인
8.8,11.1,3.08,화이트와인
10.9,2.6,3,화이트와인
12.2,2,2.95,화이트와인
9.5,10.1,3.06,화이트와인
10,13.3,3.47,화이트와인
9.6,11.4,3.11,화이트와인
8.7,1.3,3.13,화이트와인
10.7,1.4,3.39,화이트와인
11.1,1.4,3.43,화이트와인
12.5,7,3.25,화이트와인
10.4,2,3.3,화이트와인
11.5,1.2,3.2,화이트와인
9.4,12.9,3.05,화이트와인
9.3,5,3.03,화이트와인
10.1,10.1,3.17,화이트와인
9.7,3.75,3.28,화이트와인
10.5,1.7,3.49,화이트와인
9.7,12.6,3.42,화이트와인
9.2,1.3,3.59,화이트와인
9.8,1.6,3.19,화이트와인
9,7.6,3.12,화이트와인
9.1,8.1,3.15,화이트와인
10.4,14.9,3.25,화이트와인
10.7,6,3.68,화이트와인
10.5,6,3.59,화이트와인
9.2,7.2,3.21,화이트와인
11.5,3,3.28,화이트와인
10.4,1.2,3.05,화이트와인
12,2,3.3,화이트와인
12.2,4.9,3.38,화이트와인
12,2,3.3,화이트와인
9.8,8.9,3.29,화이트와인
9.3,16.45,3.1,화이트와인
9.6,2,3.49,화이트와인
9.5,1.9,3.49,화이트와인
10.2,5.1,3.5,화이트와인
10.4,4.4,3.24,화이트와인
11,5.8,3.28,화이트와인
10.4,4.4,3.24,화이트와인
8.7,12.9,3.05,화이트와인
9.9,1.3,3.29,화이트와인
9.9,1.3,3.29,화이트와인
11.3,1.2,3.06,화이트와인
12,2.7,3.38,화이트와인
10.7,1.7,3.43,화이트와인
10.1,8.2,3.13,화이트와인
9.6,1.5,3.25,화이트와인
9.6,1.5,3.25,화이트와인
8.7,12.9,3.29,화이트와인
10.3,3.9,3.54,화이트와인
9.1,17.75,2.98,화이트와인
11.8,4.9,3.17,화이트와인
11.9,1.6,3.15,화이트와인
10.3,1.4,3.66,화이트와인
10,2,3.09,화이트와인
10.2,2,3.1,화이트와인
10,8.2,3.12,화이트와인
12.7,2.1,2.96,화이트와인
9.6,1.8,3.04,화이트와인
9.5,8.5,3.16,화이트와인
12.7,4.45,3.17,화이트와인
11,5.8,3.34,화이트와인
9.1,13,3.1,화이트와인
10.2,2.7,3.35,화이트와인
10.1,7.3,3.38,화이트와인
9.2,19.1,3.05,화이트와인
9.4,8.8,3.47,화이트와인
10.2,2.7,3.35,화이트와인
9.2,7.4,3.53,화이트와인
10,2.3,2.98,화이트와인
10.1,6.85,3.38,화이트와인
9,11.4,3.15,화이트와인
9.5,0.9,3.16,화이트와인
9.1,19.35,3.39,화이트와인
13.3,7.9,3.05,화이트와인
9.5,11.75,3.26,화이트와인
9.2,7.7,3.56,화이트와인
10.1,3,3.36,화이트와인
9.2,7.7,3.56,화이트와인
10.1,3,3.36,화이트와인
11.2,1.5,3.27,화이트와인
9.8,7.5,3.14,화이트와인
11.2,1.5,3.27,화이트와인
9.8,7.5,3.14,화이트와인
9.4,8.3,3.22,화이트와인
9,7.05,3.23,화이트와인
9.4,8.4,3.21,화이트와인
8.9,13.9,3.11,화이트와인
9.1,17.5,3.02,화이트와인
9.8,5.6,3.17,화이트와인
9.4,9.4,3.17,화이트와인
10,4.8,3.13,화이트와인
9.4,9.4,3.17,화이트와인
9.9,9.7,3.48,화이트와인
10,6.3,3.14,화이트와인
11.5,1.6,3.17,화이트와인
9.2,14.6,3,화이트와인
10,2.5,3.15,화이트와인
9.2,14.6,3,화이트와인
10,2.6,3.15,화이트와인
10,2.5,3.15,화이트와인
9.8,8.2,3.43,화이트와인
10.5,1.5,3.36,화이트와인
10.6,2.3,3.45,화이트와인
9.4,10,3.28,화이트와인
9.4,10,3.28,화이트와인
11,1.6,3.38,화이트와인
10.8,1.6,3.53,화이트와인
9,16,3.3,화이트와인
9.6,10.4,3.07,화이트와인
10.6,7.4,3.19,화이트와인
10.6,7.4,3.19,화이트와인
9.6,10.4,3.07,화이트와인
9.2,16.05,3.08,화이트와인
9.2,16.05,3.08,화이트와인
9.5,2.6,2.89,화이트와인
9.5,2.5,2.89,화이트와인
10.3,10.8,3.47,화이트와인
8.8,1.2,3.08,화이트와인
8.7,12.1,2.98,화이트와인
8.7,11.95,2.98,화이트와인
10.2,1.7,3.2,화이트와인
10.1,0.8,3.25,화이트와인
9.5,1.4,3.21,화이트와인
9.5,1.3,3.1,화이트와인
11.6,6.3,3.54,화이트와인
10.7,10.3,3.13,화이트와인
10.1,15.55,3.11,화이트와인
11.1,1.5,3.32,화이트와인
9.8,1.5,3.22,화이트와인
9,1.4,3.08,화이트와인
11.1,1.5,3.32,화이트와인
9.5,7.9,3.19,화이트와인
9.4,13,3.37,화이트와인
10.2,1,3.24,화이트와인
9.8,4.85,3.1,화이트와인
9.5,7.1,3.19,화이트와인
9.5,7.9,3.19,화이트와인
9,7.5,3.17,화이트와인
10.1,7.6,3.1,화이트와인
8.8,10.3,3.02,화이트와인
11.9,1.7,2.97,화이트와인
11.9,1.7,2.97,화이트와인
9.3,19.95,3.19,화이트와인
10,7.7,3.33,화이트와인
9.5,5.3,3.21,화이트와인
9.3,19.95,3.19,화이트와인
9.7,12.7,3.16,화이트와인
9.7,12.7,3.16,화이트와인
10.2,1.5,3.19,화이트와인
10.8,11.3,3.11,화이트와인
8.8,18.1,3.27,화이트와인
8.8,18.1,3.27,화이트와인
11.4,7,3.32,화이트와인
8.8,18.1,3.27,화이트와인
9.8,6.4,3.14,화이트와인
9.4,1.4,3.17,화이트와인
9.4,1.4,3.17,화이트와인
9.4,3.1,3.21,화이트와인
9.4,14.1,3.2,화이트와인
9.7,7.7,3.22,화이트와인
12.3,5.2,3.35,화이트와인
9.8,11.6,3.33,화이트와인
9,10.4,3.12,화이트와인
9.2,7.5,3.26,화이트와인
9.4,11.2,3.19,화이트와인
9.9,0.8,3.28,화이트와인
9.8,1.4,3.07,화이트와인
12.3,4.7,3.36,화이트와인
11.9,3.1,3.02,화이트와인
10.2,4,3.27,화이트와인
9.5,11.3,3.14,화이트와인
11.9,3.1,3.02,화이트와인
9.2,8.1,3.24,화이트와인
9.7,14.8,3.18,화이트와인
11.5,1.4,3.36,화이트와인
10.4,8.1,3.17,화이트와인
